Player,Position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so,dp,stp,bg1,bg2,bg3,daw,esasha,esgshg,gwgshog,gwgshogdg,sta,stg,stg2,stp2,hb,netfow,shg2sha,stpgwg,tkagva,hat,hatshp,fight,ghht,ota,otp,bap,1s,2s,3s,fp,g_toi
"Danton Heinen",C,0,0,2,0,86,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,0,0,1,0,4,0,0,0,2,-3,12,1.5,0,0,0,0,0,0,0.875,16.125,0,0,0,0,0,0,129,0,7,0,5,94.46,11.808,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,2.5000,0,0,0,0,0,0,0,0,0,0,0,0
"Darcy Kuemper",G,1,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993.04,55.169,0,0,0,0,17,8,5,3,562,55,3.32,507,0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,0,3,0,0,0,993.04
"Darnell Nurse",D,7,0.152,58,0,699,15.196,6,0,0,5,11,0,0,0,0,0,5,0.109,0,46,36,0,108,3,0,10,0,26,0,12,0.261,35,0,1,0.022,0,0,0,0,0,0,1.87,21.978,37,0.804,1,0,0,0,1011,0.058,86,1,12,766.37,16.65,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,5,166,7,5,0,0,1,0,0,2,166,0,1,1,0.3333,0,1,3,0,0,0,0,0,0,0,0,0
"Darren Helm",C,9,0.18,18,1,619,12.38,6,0,0,6,12,1,0.514,420,204,216,8,0.16,0,50,20,1,71,0,0,8,0,31,0,17,0.34,20,-6,31,0.62,2,0,0,2,4,0,1.96,21.78,58,1.16,1,0,0,0,1089,0.082,98,1,17,751.35,15.009,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,9,83,7,6,1,1,3,2,2,6,89,12,1,6,0.8500,0,1,0,0,0,0,0,0,0,1,17,0
"David Backes",RW,22,0.289,50,2,1061,13.961,17,0,0,15,32,4,0.478,134,70,64,17,0.224,0,76,37,2,238,3,0,22,1,69,0,39,0.513,69,3,126,1.658,5,0,0,2,7,0,2.355,21.224,17,0.224,0,0,0,0,1613,0.095,179,0,28,1280.64,16.848,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,19,291,17,15,2,2,5,2,2,7,288,-6,0,9,0.7568,0,0,3,0,0,0,0,0,4,4,39,0
"David Desharnais",C,8,0.157,18,0,550,10.784,6,0,0,6,12,0,0.51,339,166,173,6,0.118,0,51,12,1,6,0,0,6,0,10,0,14,0.275,12,3,33,0.647,2,0,0,0,2,0,0.902,17.294,0,0,0,0,0,0,882,0.13,46,0,22,611.14,11.967,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,27,6,6,1,1,2,0,0,2,24,7,0,3,1.8333,0,0,0,0,0,0,0,0,1,1,14,0
"David Krejci",C,31,0.378,51,1,1213,14.793,25,0,0,15,40,3,0.515,1279,620,659,23,0.28,0,82,51,3,40,0,0,12,0,71,0,54,0.659,26,-12,170,2.073,6,0,0,8,14,0,1.927,21.878,17,0.207,0,0,0,0,1794,0.146,158,0,60,1478.71,18.022,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,11,26,79,25,15,3,3,6,8,8,14,91,39,0,17,1.1765,0,0,0,0,0,2,0,3,5,1,54,0
"David Pastrnak",RW,38,0.494,33,3,1147,14.896,23,0,0,24,47,5,0.667,3,1,2,34,0.442,0,77,66,6,77,0,0,18,0,104,2,72,0.935,36,12,168,2.182,15,0,0,10,25,0,3.416,21.325,0,0,0,0,0,0,1642,0.129,263,0,53,1372.85,17.824,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,16,42,122,23,24,6,6,15,10,10,25,110,1,0,31,0.8030,0,0,0,0,0,3,0,2,8,5,72,0
"David Perron",LW,28,0.333,29,2,1142,13.595,18,0,0,14,32,5,0.493,67,34,33,18,0.214,0,84,21,3,90,0,0,27,0,66,1,46,0.548,54,0,139,1.655,10,0,0,3,13,0,1.821,24.667,58,0.69,0,0,0,1,2072,0.118,153,1,48,1436.04,17.092,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,22,119,18,15,3,3,10,4,5,15,119,-1,2,17,2.2857,1,2,0,0,0,2,0,4,4,2,46,0
"David Rittich",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,1,3,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"David Savard",D,17,0.224,132,0,1420,18.684,15,0,0,6,21,2,0,0,0,0,6,0.079,0,76,44,0,131,0,0,23,0,68,0,23,0.303,48,31,4,0.053,0,0,0,0,0,0,1.842,27.829,147,1.934,2,0,0,0,2115,0.043,140,2,22,1639.22,21.561,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,6,294,17,6,0,0,2,0,0,4,263,0,2,2,0.5000,0,2,0,0,0,0,0,0,1,4,0,0
"David Schlemko",D,16,0.25,113,0,911,14.234,14,0,0,1,15,1,0,0,0,0,2,0.031,0,64,44,1,36,0,0,8,0,47,1,18,0.281,16,3,73,1.141,2,0,0,1,3,0,1.875,22.484,15,0.234,0,0,0,0,1439,0.017,120,0,28,1049.89,16.401,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,2,2,4,152,14,1,1,1,2,1,1,3,149,0,0,4,0.6364,0,0,0,0,0,1,0,1,1,0,0,0
"David Warsofsky",D,1,0.143,12,0,94,13.429,1,0,0,0,1,0,0,0,0,0,0,0,0,7,3,0,3,0,0,3,0,9,0,1,0.143,6,-3,4,0.571,0,0,0,0,0,0,2,22.571,3,0.429,0,0,0,0,158,0,14,0,2,94.75,13.521,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,15,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0
"Denis Gurianov",RW,0,0,3,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Denis Malgin",C,4,0.085,15,0,454,9.66,4,0,0,4,8,0,0.364,184,117,67,6,0.128,0,47,11,1,34,0,0,4,0,14,1,10,0.213,8,-5,35,0.745,0,0,0,2,2,0,1.426,15.319,0,0,0,0,0,0,720,0.09,67,0,17,515.99,10.969,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,8,44,4,4,1,1,0,2,2,2,49,-50,0,3,1.5455,0,0,0,0,0,1,0,1,0,1,10,0
"Dennis Rasmussen",C,4,0.058,49,0,656,9.507,4,0,0,4,8,0,0.446,370,205,165,4,0.058,0,69,19,0,64,0,0,6,0,15,0,8,0.116,12,-5,0,0,0,0,0,0,0,0,1.145,18.464,89,1.29,0,0,0,0,1274,0.051,79,0,25,802.74,11.633,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,108,4,4,0,0,0,0,0,0,113,-40,0,0,1.3158,0,0,0,0,0,0,0,0,0,0,8,0
"Dennis Seidenberg",D,17,0.233,146,0,1231,16.863,17,0,0,5,22,1,0,0,0,0,5,0.068,0,73,33,0,154,0,0,16,0,22,0,22,0.301,32,25,10,0.137,0,0,0,0,0,0,1.219,22.082,105,1.438,0,0,0,0,1612,0.056,89,0,10,1400.42,19.173,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,325,17,5,0,0,0,0,0,0,300,0,0,0,0.3030,0,0,0,0,0,0,0,0,1,3,0,0
"Dennis Wideman",D,13,0.228,74,0,940,16.491,10,0,0,3,13,1,0,0,0,0,5,0.088,0,57,49,1,61,0,0,11,1,30,0,18,0.316,32,-6,42,0.737,3,0,0,2,5,0,1.526,26.316,96,1.684,0,0,0,0,1500,0.057,87,0,21,1129.28,19.806,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,3,6,129,10,3,1,1,3,2,2,5,135,0,0,6,0.4286,0,0,0,0,0,0,0,0,1,2,0,0
"Derek Dorsett",RW,3,0.214,6,0,125,8.929,3,0,0,1,4,0,0,1,0,1,1,0.071,0,14,1,0,35,3,0,4,1,2,0,4,0.286,33,-6,0,0,0,0,0,0,0,0,1.714,15.786,1,0.071,0,0,0,0,221,0.042,24,0,2,129.08,9.17,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,3,1,0,0,0,0,0,0,41,1,0,0,2.0000,0,0,3,0,0,0,0,0,0,0,4,0
"Derek Forbort",D,16,0.195,159,0,1420,17.317,15,0,0,2,17,2,0,1,0,1,2,0.024,1,82,73,0,180,2,0,16,0,42,0,18,0.22,54,8,1,0.012,0,0,0,0,0,0,1.22,27.085,140,1.707,1,0,0,0,2221,0.02,100,1,9,1635.17,19.94,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,2,347,16,2,0,0,1,0,0,2,339,1,1,1,0.1233,0,1,2,0,0,0,0,0,1,1,0,0
"Derek Grant",C,4,0.087,29,0,307,6.674,4,0,0,0,4,0,0.523,384,183,201,0,0,0,46,9,0,27,2,0,7,0,19,0,4,0.087,24,-5,16,0.348,0,0,0,0,0,0,0.87,15.043,83,1.804,0,0,0,0,692,0,40,0,10,435.02,9.452,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,56,18,0,0,1.1111,0,0,2,0,0,0,0,0,0,0,4,0
"Derek MacKenzie",C,10,0.122,45,2,788,9.61,7,0,0,4,11,1,0.5,772,386,386,6,0.073,1,82,25,1,192,2,0,15,0,34,0,16,0.195,50,-7,7,0.085,0,0,0,0,0,0,1.11,19.012,146,1.78,3,0,0,2,1559,0.066,91,5,34,1018.66,12.411,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,230,10,6,1,1,3,2,4,10,237,0,7,6,1.3600,0,5,2,0,0,0,0,0,1,0,16,0
"Derek Ryan",C,18,0.269,37,1,795,11.866,14,0,0,6,20,3,0.553,707,316,391,11,0.164,0,67,36,3,33,0,0,10,0,29,0,29,0.433,22,-8,115,1.716,4,0,0,4,8,0,1.09,20.433,13,0.194,0,0,0,1,1369,0.151,73,1,33,983.24,14.663,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,14,62,14,7,3,3,4,5,6,10,70,75,2,12,0.9167,0,1,0,0,0,0,0,3,0,1,29,0
"Derek Stepan",C,39,0.47,49,1,1181,14.229,25,0,0,12,37,4,0.469,1565,831,734,17,0.205,0,83,57,2,29,0,0,8,0,58,0,56,0.675,16,19,173,2.084,14,0,0,4,18,0,2.59,25.542,71,0.855,0,0,0,1,2120,0.079,215,1,51,1536.26,18.504,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,7,19,97,25,13,2,2,14,5,6,20,78,-97,2,21,0.8947,0,1,0,0,0,1,0,1,5,1,56,0
"Derick Brassard",C,26,0.313,24,1,1181,14.229,21,0,0,12,33,1,0.5,1253,627,626,15,0.181,0,83,37,3,97,0,0,12,0,70,0,41,0.494,24,12,171,2.06,5,0,0,3,8,0,2.434,22.458,1,0.012,0,0,0,0,1864,0.074,202,0,40,1423.48,17.147,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,18,133,21,12,3,3,5,3,3,8,121,-1,0,11,1.0811,0,0,0,0,0,0,0,1,3,2,41,0
"Derrick Pouliot",D,0,0,8,0,135,12.273,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,14,0,0,2,0,4,0,0,0,4,-4,8,0.727,0,0,0,0,0,0,1,20.909,8,0.727,0,0,0,0,230,0,11,0,3,151.26,13.692,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,22,0,0,0,0.5000,0,0,0,0,0,0,0,0,0,0,0,0
"Deryk Engelland",D,12,0.145,140,0,1203,14.494,12,0,0,4,16,0,0,1,0,1,4,0.048,1,83,49,2,138,9,0,16,0,34,0,16,0.193,87,2,0,0,0,0,0,0,0,0,1.313,23.976,229,2.759,0,0,0,0,1990,0.037,109,0,19,1499.87,18.069,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,2,6,280,12,4,2,2,0,0,0,0,278,1,0,2,0.3878,0,0,9,0,0,0,0,0,1,3,0,0
"Devan Dubnyk",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835.08,57.239,0,0,0,0,65,40,21,6,1890,145,2.27,1745,0.923,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,11,0,8,6,9,0,3835.08
"Devante Smith-Pelly",RW,5,0.094,32,0,564,10.642,3,0,0,4,7,2,0.408,71,42,29,4,0.075,0,53,14,0,94,0,0,6,0,24,0,9,0.17,12,-19,43,0.811,2,0,0,0,2,0,1.434,18.396,45,0.849,0,0,0,0,975,0.053,76,0,17,698.33,13.174,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,107,3,4,0,0,2,0,0,2,126,-13,0,2,1.2143,0,0,0,0,0,0,0,0,0,1,9,0
"Devin Setoguchi",RW,8,0.178,10,0,512,11.378,7,0,0,4,11,0,0.5,4,2,2,4,0.089,0,45,19,0,53,0,0,7,0,25,0,12,0.267,14,-5,18,0.4,1,0,0,0,1,0,1.333,17.422,0,0,0,0,0,0,784,0.067,60,0,15,544.55,12.08,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,58,7,4,0,0,1,0,0,1,63,0,0,1,0.7895,0,0,0,0,0,0,0,1,0,0,12,0
"Devin Shore",C,20,0.244,71,1,954,11.634,15,0,0,12,27,6,0.47,470,249,221,13,0.159,0,82,25,0,44,0,0,7,0,56,0,33,0.402,14,-4,114,1.39,5,0,0,1,6,0,1.402,20.293,4,0.049,0,0,0,0,1664,0.113,115,0,26,1147.41,13.984,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,13,111,15,12,0,0,5,1,1,6,115,-28,0,6,1.0400,0,0,0,0,0,0,0,1,0,4,33,0
"Dillon Simpson",D,0,0,2,0,31,10.333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.667,16.667,0,0,0,0,0,0,50,0,2,0,0,24.86,8.01,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Dion Phaneuf",D,23,0.277,161,0,1459,17.578,11,0,0,5,16,2,0,0,0,0,10,0.12,0,83,58,3,138,2,0,39,1,56,1,33,0.398,100,-4,169,2.036,12,0,0,4,16,0,1.916,30.566,166,2,0,0,0,1,2537,0.063,159,1,17,1890.64,22.777,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,8,8,14,295,11,6,3,3,12,5,6,18,299,0,2,20,0.2931,0,1,2,0,0,2,0,4,3,0,0,0
"Dmitrij Jaskin",RW,10,0.196,19,0,542,10.627,10,0,0,1,11,0,0.5,10,5,5,1,0.02,0,51,7,0,98,0,0,8,0,28,0,11,0.216,18,5,10,0.196,0,0,0,0,0,0,1.078,16.275,0,0,0,0,0,0,830,0.018,55,0,13,576.95,11.304,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,10,1,0,0,0,0,0,0,117,0,0,0,1.8571,0,0,0,0,0,0,0,0,0,1,11,0
"Dmitry Kulikov",D,3,0.064,72,0,892,18.979,1,0,0,1,2,0,0,0,0,0,2,0.043,0,47,32,0,60,0,0,12,0,27,0,5,0.106,26,-26,28,0.596,2,0,0,1,3,0,0.894,27.979,54,1.149,0,0,0,0,1315,0.048,42,0,18,1010.25,21.49,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,2,106,1,1,0,0,2,1,1,3,132,0,0,3,0.5625,0,0,0,0,0,0,0,0,0,0,0,0
"Dmitry Orlov",D,28,0.333,99,0,1507,17.94,23,0,0,5,28,0,0,0,0,0,6,0.071,0,84,53,0,128,1,0,24,0,45,0,34,0.405,53,31,59,0.702,5,0,0,1,6,0,1.571,23.631,12,0.143,0,0,0,0,1985,0.045,132,0,39,1637.27,19.49,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,1,1,6,258,23,5,0,0,5,1,1,6,227,0,0,6,0.7358,0,0,1,0,0,2,0,1,0,3,0,0
"Dominic Moore",C,15,0.179,43,2,867,10.321,13,0,0,8,21,1,0.545,668,304,364,11,0.131,0,84,26,1,64,0,0,22,0,22,0,26,0.31,44,3,10,0.119,0,0,0,0,0,0,1.19,18.69,127,1.512,2,0,0,3,1570,0.11,100,5,32,1082.06,12.872,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,12,110,15,11,1,1,2,3,6,10,107,60,8,6,1.2308,0,5,0,0,0,0,0,0,0,1,26,0
"Dominik Simon",C,1,0.5,0,0,24,12,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2,0,1,0.5,0,-1,0,0,0,0,0,0,0,0,1,20.5,0,0,0,0,0,0,41,0,2,0,1,16.17,8,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1.0000,0,0,0,0,0,0,0,0,0,0,1,0
"Dougie Hamilton",D,38,0.458,97,0,1335,16.084,25,0,0,11,36,4,0,0,0,0,13,0.157,0,83,56,5,71,0,0,36,0,83,1,51,0.614,72,12,151,1.819,12,0,0,2,14,0,2.699,26.373,43,0.518,1,0,0,0,2189,0.058,224,1,18,1621.43,19.524,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,7,7,19,180,26,11,5,5,13,2,2,16,168,0,1,20,0.3214,0,1,0,0,0,1,0,4,3,0,0,0
"Drake Caggiula",LW,11,0.177,21,0,643,10.371,7,0,0,5,12,1,0.41,288,170,118,7,0.113,0,62,25,2,102,0,0,10,0,43,0,18,0.29,20,3,75,1.21,3,0,0,2,5,0,1.532,18.274,28,0.452,1,0,0,0,1133,0.074,95,1,23,808.69,13.032,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,9,126,8,5,2,2,4,2,2,7,123,-52,1,8,0.9200,0,1,0,0,0,0,0,1,1,2,18,0
"Drew Doughty",D,32,0.39,109,1,1710,20.854,17,0,0,7,24,1,0,1,0,1,12,0.146,0,82,86,1,129,0,0,23,0,64,1,44,0.537,46,8,234,2.854,14,0,0,5,19,0,2.207,32.402,167,2.037,1,0,0,0,2657,0.066,181,1,24,2197.63,26.8,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,6,6,14,246,18,7,1,1,15,5,5,21,238,1,1,21,0.2791,0,1,0,0,3,5,0,0,6,6,0,0
"Drew Miller",LW,2,0.036,52,0,458,8.327,2,0,0,5,7,0,0.667,3,1,2,5,0.091,0,55,5,1,71,0,0,9,0,13,0,7,0.127,18,-12,0,0,0,0,0,0,0,0,0.782,15.182,54,0.982,0,0,0,0,835,0.116,43,0,13,553.79,10.058,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,111,2,5,1,1,0,0,0,0,123,1,0,1,2.6000,0,0,0,0,0,0,0,0,1,0,7,0
"Drew Shore",C,2,0.143,3,0,147,10.5,2,0,0,0,2,0,0.535,71,33,38,0,0,0,14,5,0,22,0,0,2,0,5,0,2,0.143,4,-3,1,0.071,0,0,0,0,0,0,0.786,16.786,6,0.429,0,0,0,0,235,0,11,0,4,153.41,10.952,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,25,5,0,0,0.8000,0,0,0,0,0,0,0,0,0,0,2,0
"Drew Stafford",RW,13,0.217,5,0,697,11.617,12,0,0,6,18,4,0.318,22,15,7,9,0.15,0,60,29,3,64,0,0,13,0,22,0,22,0.367,26,6,58,0.967,1,0,0,3,4,0,1.917,18.383,7,0.117,0,0,0,0,1103,0.078,115,0,13,805.72,13.428,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,12,75,12,6,3,3,1,3,3,4,69,-8,0,7,0.4483,0,0,0,0,0,0,0,2,1,0,22,0
"Duncan Keith",D,47,0.573,110,0,1596,19.463,34,0,0,4,38,1,0,0,0,0,6,0.073,0,82,76,2,26,0,0,8,0,60,1,53,0.646,16,20,217,2.646,13,0,0,2,15,0,2.256,29.732,162,1.976,0,0,0,0,2438,0.032,185,0,32,2070.94,25.251,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,53,15,4,4,9,156,34,4,2,2,13,2,2,15,136,0,0,17,0.4211,0,0,0,0,3,5,0,1,2,4,0,0
"Duncan Siemens",D,0,0,1,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,10,0,0,1,0,1,0,0,0,2,-2,0,0,0,0,0,0,0,0,0.667,19,2,0.667,0,0,0,0,57,0,2,0,0,26.46,8.693,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Brown",RW,22,0.275,31,0,1020,12.75,20,0,0,9,29,2,0.4,5,3,2,14,0.175,0,80,27,1,190,0,0,11,0,76,0,36,0.45,22,-4,88,1.1,2,0,0,4,6,0,2.188,21.613,66,0.825,0,0,0,1,1729,0.08,175,1,25,1262.48,15.771,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,15,217,20,10,1,1,2,5,6,8,221,-1,2,8,0.9259,0,1,0,0,0,0,0,2,6,1,36,0
"Dustin Byfuglien",D,39,0.488,124,0,1702,21.275,24,0,0,12,36,4,0,0,0,0,13,0.163,0,80,85,1,183,3,0,40,2,101,0,52,0.65,117,10,226,2.825,13,0,0,1,14,0,3.013,29.088,152,1.9,2,0,0,0,2327,0.054,241,2,65,2166.88,27.077,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,52,16,2,2,14,317,26,12,1,1,15,1,1,18,307,0,2,17,0.7647,0,2,3,0,1,3,0,0,2,2,0,0
"Dustin Tokarski",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Dwight King",LW,7,0.085,28,0,1009,12.305,7,0,0,9,16,1,0.25,16,12,4,9,0.11,0,82,19,1,127,0,0,6,0,41,0,16,0.195,12,-4,5,0.061,0,0,0,0,0,0,1.39,19.012,77,0.939,0,0,0,0,1559,0.079,114,0,15,1164.47,14.197,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,151,7,9,1,1,0,0,0,0,155,-8,0,1,0.7895,0,0,0,0,0,1,0,0,0,1,16,0
"Dylan DeMelo",D,7,0.28,32,0,343,13.72,7,0,0,1,8,0,0,0,0,0,1,0.04,0,25,12,0,36,0,0,7,0,14,0,8,0.32,14,2,25,1,0,0,0,0,0,0,1.28,21.48,4,0.16,0,0,0,0,537,0.031,32,0,4,383.9,15.337,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,70,7,1,0,0,0,0,0,0,68,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0
"Dylan Larkin",C,15,0.188,22,0,1076,13.45,13,0,0,11,24,3,0.454,432,236,196,17,0.213,0,80,51,1,67,1,0,16,0,63,0,32,0.4,37,-28,120,1.5,2,0,0,5,7,0,2.225,21.438,13,0.163,0,0,0,1,1715,0.096,178,1,49,1274.8,15.93,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,18,61,13,12,1,1,2,6,7,9,89,-40,2,9,0.9608,0,1,1,0,0,0,0,2,3,4,32,0
"Dylan McIlrath",D,0,0,4,0,54,9,0,0,0,1,1,0,0,0,0,0,1,0.167,0,6,3,0,15,2,0,2,0,3,0,1,0.167,14,-2,0,0,0,0,0,0,0,0,0.5,12.667,1,0.167,0,0,0,0,76,0.333,3,0,1,47.87,7.842,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,0,1,0,0,0,0,0,0,19,0,0,0,0.3333,0,0,2,0,0,0,0,0,0,0,0,0
"Dylan Strome",C,1,0.143,2,0,78,11.143,1,0,0,0,1,0,0.403,77,46,31,0,0,0,7,0,0,3,0,0,0,0,6,0,1,0.143,0,-5,10,1.429,0,0,0,0,0,0,0.857,18.571,0,0,0,0,0,0,130,0,6,0,3,81.57,11.629,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,-15,0,0,,0,0,0,0,0,0,0,0,0,0,1,0
"Eddie Lack",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029.45,54.182,0,0,0,0,18,8,7,3,492,48,2.8,444,0.902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,4,0,1,1,0,0,1029.45
"Elias Lindholm",C,34,0.472,43,1,1025,14.236,21,0,0,8,29,3,0.556,635,282,353,11,0.153,0,72,37,0,99,0,0,8,0,69,0,45,0.625,16,-2,129,1.792,9,0,0,2,11,0,2.097,24.208,59,0.819,4,0,0,1,1743,0.073,151,5,57,1288.95,17.899,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,11,140,25,9,0,0,13,3,4,21,142,71,6,16,1.5405,0,5,0,0,0,1,0,2,2,4,45,0
