Player,Position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so,dp,stp,bg1,bg2,bg3,daw,esasha,esgshg,gwgshog,gwgshogdg,sta,stg,stg2,stp2,hb,netfow,shg2sha,stpgwg,tkagva,hat,hatshp,fight,ghht,ota,otp,bap,1s,2s,3s,fp,g_toi
"Chris Tierney",C,12,0.146,48,0,985,12.012,11,0,0,9,20,2,0.488,840,430,410,11,0.134,0,82,59,2,54,0,0,3,0,26,0,23,0.28,6,0,10,0.122,0,0,0,1,1,0,1.122,21.5,111,1.354,1,0,0,1,1763,0.12,92,2,42,1178.76,14.364,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,13,102,12,10,2,2,1,2,3,5,102,-20,3,5,0.7119,0,2,0,0,0,0,0,1,3,1,23,0
"Chris VandeVelde",C,9,0.111,60,1,687,8.481,9,0,0,6,15,0,0.524,42,20,22,6,0.074,0,81,12,0,114,0,0,8,0,19,0,15,0.185,16,-5,1,0.012,0,0,0,0,0,0,0.852,16.938,167,2.062,0,0,0,0,1372,0.087,69,0,14,923.95,11.402,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,169,9,6,0,0,0,0,0,0,174,2,0,0,1.1667,0,0,0,0,0,0,0,0,0,0,15,0
"Chris Wagner",C,1,0.022,25,0,337,7.489,1,0,0,6,7,1,0.44,159,89,70,6,0.133,0,45,13,0,116,0,0,3,0,21,0,7,0.156,6,2,1,0.022,0,0,0,0,0,0,0.911,14.444,45,1,0,0,0,0,650,0.146,41,0,4,416.44,9.247,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,143,1,6,0,0,0,0,0,0,141,-19,0,0,0.3077,0,0,0,0,0,0,0,0,0,0,7,0
"Chris Wideman",D,12,0.154,70,0,931,11.936,8,0,0,5,13,2,0,0,0,0,6,0.077,0,78,36,1,70,2,0,19,0,38,0,18,0.231,48,7,82,1.051,4,0,0,1,5,0,1.603,21.09,0,0,0,0,0,0,1645,0.048,125,0,15,1080.62,13.848,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,2,2,7,147,8,5,1,1,4,1,1,5,140,0,0,6,0.4167,0,0,2,0,0,0,0,0,0,0,0,0
"Christian Dvorak",C,18,0.231,56,0,1002,12.846,15,0,0,13,28,5,0.468,1006,535,471,15,0.192,0,78,15,1,72,0,0,11,0,51,0,33,0.423,22,7,84,1.077,3,0,0,2,5,0,1.128,19.654,37,0.474,0,0,0,0,1533,0.17,88,0,14,1201.84,15.398,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,16,135,15,13,1,1,3,2,2,5,128,-64,0,6,0.9333,0,0,0,0,0,0,0,2,5,2,33,0
"Christian Fischer",RW,0,0,0,0,80,11.429,0,0,0,3,3,1,0,0,0,0,3,0.429,0,7,3,1,9,0,0,0,0,2,0,3,0.429,0,0,0,0,0,0,0,0,0,0,1.429,16.429,1,0.143,0,0,0,0,115,0.3,10,0,0,75.33,10.63,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9,0,3,1,1,0,0,0,0,9,0,0,1,0.0000,0,0,0,0,0,0,0,0,0,0,3,0
"Christian Folin",D,6,0.113,60,0,705,13.302,6,0,0,2,8,1,0,0,0,0,2,0.038,0,53,16,0,72,0,0,14,0,18,0,8,0.151,28,8,0,0,0,0,0,0,0,0,0.755,20.189,37,0.698,0,0,0,0,1070,0.05,40,0,9,767.69,14.471,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,140,6,2,0,0,0,0,0,0,132,0,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0
"Christoph Bertschy",C,1,0.2,3,0,38,7.6,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,7,0,0,2,0,0,0,1,0.2,4,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,65,0,5,0,0,32.05,6.216,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0
"Christopher DiDomenico",C,0,0,2,0,29,9.667,0,0,0,0,0,0,0.667,3,1,2,0,0,0,3,0,0,2,0,0,3,0,1,0,0,0,6,0,2,0.667,0,0,0,0,0,0,1.667,15.667,0,0,0,0,0,0,47,0,5,0,0,26.13,8.417,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Christopher Tanev",D,8,0.151,91,0,874,16.491,8,0,0,2,10,0,0,0,0,0,2,0.038,0,53,25,1,19,0,0,7,0,24,1,10,0.189,14,3,11,0.208,0,0,0,0,0,0,0.736,27.075,134,2.528,0,0,0,0,1435,0.051,39,0,15,1057.99,19.953,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,4,113,8,2,1,1,0,0,0,0,110,0,0,1,0.6000,0,0,0,0,1,2,0,0,0,1,0,0
"Clarke MacArthur",LW,0,0,1,0,68,11.333,0,0,0,0,0,0,0,1,1,0,1,0.167,0,6,4,0,9,0,0,1,0,5,0,1,0.167,2,-1,10,1.667,0,0,0,1,1,0,1.833,17.833,0,0,0,0,0,0,107,0.091,11,0,2,72.95,12.033,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,0,0,0,0,0,1,1,1,10,-1,0,1,0.5000,0,0,0,0,0,0,0,0,1,1,1,0
"Claude Giroux",C,44,0.537,28,0,1203,14.671,17,0,0,9,26,1,0.559,1748,771,977,14,0.171,0,82,35,3,68,0,0,18,0,81,2,58,0.707,38,-15,266,3.244,26,0,0,5,31,0,2.427,24.976,7,0.085,1,0,0,0,2048,0.07,199,1,38,1550.71,18.91,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,8,19,81,18,9,3,3,27,5,5,33,96,206,1,35,1.0857,0,1,0,0,0,8,0,7,1,4,58,0
"Clayton Keller",C,2,0.667,0,0,32,10.667,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0.667,0,-3,3,1,1,0,0,0,1,0,0,17,0,0,0,0,0,0,51,0,0,0,1,23.85,7.65,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3,1,0,0,0,1,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,2,0
"Clayton Stoner",D,2,0.143,17,0,207,14.786,2,0,0,1,3,1,0,0,0,0,1,0.071,0,14,3,0,35,2,0,4,1,3,0,3,0.214,28,0,0,0,0,0,0,0,0,0,1.143,23.214,26,1.857,0,0,0,0,325,0.063,16,0,2,229.11,16.358,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,52,2,1,0,0,0,0,0,0,52,0,0,0,0.6667,0,0,2,0,0,0,0,1,0,0,0,0
"Cody Bass",C,0,0,4,0,49,5.444,0,0,0,0,0,0,0,2,2,0,0,0,0,9,1,0,14,3,0,2,0,0,0,0,0,19,-1,0,0,0,0,0,0,0,0,0.111,11,1,0.111,0,0,0,0,99,0,1,0,2,54.39,5.988,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,18,-2,0,0,2.0000,0,0,3,0,0,0,0,0,0,0,0,0
"Cody Ceci",D,15,0.185,170,0,1517,18.728,12,0,0,2,14,0,0,1,0,1,2,0.025,0,81,78,0,114,0,0,10,0,56,0,17,0.21,20,-12,45,0.556,1,0,0,0,1,0,1.778,30.556,216,2.667,2,0,0,0,2475,0.014,144,2,22,1856.71,22.914,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,2,272,14,2,0,0,3,0,0,5,284,1,2,3,0.2821,0,2,0,0,0,0,0,0,0,0,0,0
"Cody Eakin",C,9,0.15,39,0,807,13.45,7,0,0,3,10,0,0.523,1001,477,524,3,0.05,1,60,33,1,65,3,0,12,0,48,0,12,0.2,49,-7,49,0.817,2,0,0,0,2,0,1.367,24.5,75,1.25,0,0,0,0,1470,0.037,82,0,24,994.69,16.564,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,97,7,3,1,1,2,0,0,2,104,47,0,3,0.7273,0,0,2,1,0,1,0,0,0,0,12,0
"Cody Franson",D,16,0.235,68,0,1067,15.691,15,0,0,2,17,0,0,0,0,0,3,0.044,0,68,30,0,87,0,0,17,0,40,0,19,0.279,34,-5,74,1.088,1,0,0,1,2,0,1.368,24.235,32,0.471,0,0,0,0,1648,0.032,93,0,14,1237.87,18.203,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,1,3,150,15,2,0,0,1,1,1,2,155,0,0,2,0.4667,0,0,0,0,0,0,0,0,0,0,0,0
"Cody Goloubef",D,5,0.152,33,0,486,14.727,5,0,0,0,5,0,0,0,0,0,0,0,0,33,7,0,30,1,0,10,0,8,0,5,0.152,25,-11,0,0,0,0,0,0,0,0,1.061,23.03,42,1.273,0,0,0,0,760,0,35,0,5,540.44,16.371,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,52,5,0,0,0,0,0,0,0,63,0,0,0,0.7143,0,0,1,0,0,0,0,0,0,0,0,0
"Cody McLeod",LW,1,0.017,14,0,391,6.627,1,0,0,5,6,2,0,1,1,0,5,0.085,1,59,2,0,150,19,0,15,1,8,0,6,0.102,145,-3,3,0.051,0,0,0,0,0,0,0.508,11.22,1,0.017,0,0,0,0,662,0.167,30,0,4,412.94,6.986,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,161,1,5,0,0,0,0,0,0,164,-1,0,0,2.0000,0,0,19,0,0,0,0,0,0,1,6,0
"Cole Schneider",LW,1,0.25,2,0,26,6.5,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0.25,0,2,0,0,0,0,0,0,0,0,1.5,11.25,0,0,0,0,0,0,45,0,6,0,0,20.92,5.105,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0
"Colin McDonald",RW,0,0,0,0,26,8.667,0,0,0,1,1,0,0,1,1,0,1,0.333,0,3,0,0,9,0,0,0,0,1,0,1,0.333,0,1,0,0,0,0,0,0,0,0,1.667,12.333,0,0,0,0,0,0,37,0.2,5,0,0,19.56,6.377,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,9,-1,0,0,,0,0,0,0,0,0,0,0,1,0,1,0
"Colin Miller",D,7,0.113,36,0,824,13.29,6,0,0,5,11,1,0,0,0,0,6,0.097,1,62,30,0,86,3,0,15,0,63,0,13,0.21,55,0,73,1.177,1,0,0,1,2,0,1.387,21.081,7,0.113,0,0,0,0,1307,0.07,86,0,19,950.96,15.336,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,1,6,122,6,5,0,0,1,1,1,2,122,0,0,2,0.6333,0,0,2,0,0,0,0,0,0,1,0,0
"Colin White",C,0,0,1,0,23,11.5,0,0,0,0,0,0,0.333,21,14,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1.5,0,0,0,0,0,0,0.5,17,0,0,0,0,0,0,34,0,1,0,1,20.1,10,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Colin Wilson",LW,23,0.329,23,0,873,12.471,22,0,0,6,28,1,0.41,39,23,16,12,0.171,0,70,25,0,50,0,0,9,0,35,0,35,0.5,18,7,109,1.557,1,0,0,6,7,0,1.614,20.657,0,0,0,0,0,0,1446,0.106,113,0,23,1031.21,14.72,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,12,80,22,6,0,0,1,6,6,7,73,-7,0,7,0.9200,0,0,0,0,0,0,0,1,3,2,35,0
"Colton Parayko",D,31,0.373,124,0,1406,16.94,24,0,0,0,24,2,0,0,0,0,4,0.048,0,83,39,2,85,0,0,16,0,67,0,35,0.422,32,8,109,1.313,6,0,0,4,10,0,2.325,29.373,139,1.675,1,0,0,0,2438,0.021,193,1,38,1745.37,21.023,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,6,6,6,217,25,0,2,2,7,4,4,12,209,0,1,13,0.9744,0,1,0,0,0,0,0,0,4,1,0,0
"Colton Sceviour",C,15,0.188,64,0,903,11.288,12,0,0,5,17,2,0.534,58,27,31,9,0.113,0,80,23,1,108,1,0,9,0,48,0,24,0.3,25,-16,49,0.613,2,0,0,1,3,0,2.15,19.95,131,1.638,1,0,0,3,1596,0.052,172,4,40,1158.45,14.479,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,10,156,13,8,1,1,3,4,7,11,172,4,7,8,1.7391,1,5,1,0,0,0,0,3,0,0,24,0
"Colton Sissons",C,2,0.033,24,1,583,9.717,2,0,0,8,10,2,0.497,398,200,198,9,0.15,0,60,13,1,112,0,0,5,0,14,0,11,0.183,12,12,2,0.033,0,0,0,0,0,0,0.75,17.05,36,0.6,0,0,0,1,1023,0.2,45,1,13,660.01,10.99,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,10,148,2,9,1,1,0,1,2,2,136,-2,2,2,1.0000,1,2,0,0,0,0,0,1,2,0,11,0
"Connor Brown",RW,16,0.19,47,3,1053,12.536,12,0,0,17,29,5,0.25,8,6,2,20,0.238,0,84,25,4,52,0,0,5,0,61,0,36,0.429,10,3,79,0.94,4,0,0,2,6,0,1.702,23.845,128,1.524,0,0,0,1,2003,0.14,143,1,40,1354.5,16.116,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,24,102,12,18,4,4,4,3,4,8,99,-4,2,11,1.6000,0,1,0,0,1,1,0,2,1,2,36,0
"Connor Carrick",D,6,0.087,82,0,1039,15.058,6,0,0,1,7,1,0,0,0,0,2,0.029,0,69,48,0,67,1,0,19,1,54,0,8,0.116,53,9,24,0.348,0,0,0,1,1,0,1.304,22.377,11,0.159,0,0,0,0,1544,0.022,90,0,14,1108.42,16.053,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,2,158,6,1,0,0,0,1,1,1,149,0,0,1,0.2917,0,0,1,0,0,0,0,0,0,0,0,0
"Connor Hellebuyck",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971.09,53.044,0,0,0,0,53,26,19,4,1572,146,2.95,1426,0.907,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,7,0,7,1,2,0,2971.09
"Connor Jones",C,0,0,3,0,43,10.75,0,0,0,0,0,0,0.615,13,5,8,0,0,0,4,1,0,13,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0.5,16.25,1,0.25,0,0,0,0,65,0,2,0,2,36.16,8.815,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,16,3,0,0,2.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Connor McDavid",C,71,0.845,29,3,1407,16.75,45,0,0,26,71,7,0.432,817,464,353,31,0.369,0,84,57,6,38,0,0,13,0,78,1,102,1.214,26,28,216,2.571,25,0,0,3,28,1,3.036,24.417,40,0.476,1,0,0,2,2051,0.122,255,3,78,1751.57,20.842,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,11,38,95,46,28,6,6,26,5,7,34,67,-111,5,37,1.3684,1,4,0,0,1,7,1,11,6,10,102,0
"Connor Murphy",D,15,0.195,119,1,1278,16.597,15,0,0,1,16,0,0,0,0,0,2,0.026,0,77,31,1,201,1,0,20,0,38,1,17,0.221,45,-13,8,0.104,0,0,0,0,0,0,1.052,25.597,112,1.455,0,0,0,1,1971,0.025,81,1,13,1451.92,18.853,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,2,2,4,307,15,2,1,1,0,1,2,2,320,0,2,2,0.4194,0,1,1,0,0,1,0,0,0,1,0,0
"Conor Sheary",LW,31,0.492,24,1,859,13.635,28,0,0,21,49,2,0,0,0,0,23,0.365,0,63,27,6,34,0,0,11,0,44,1,54,0.857,22,24,83,1.317,3,0,0,2,5,0,2.476,21.222,0,0,0,0,0,0,1337,0.147,156,0,28,988.59,15.678,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,30,82,28,21,6,6,3,2,2,5,58,0,0,11,1.0370,0,0,0,0,0,1,0,5,6,1,54,0
"Corey Crawford",G,1,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306.92,57.999,0,0,0,0,57,32,20,4,1740,144,2.61,1596,0.917,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,6,0,8,5,1,0,3306.92
"Corey Perry",RW,34,0.405,35,1,1194,14.214,19,0,0,14,33,6,0.35,20,13,7,19,0.226,0,84,39,3,86,2,0,34,0,102,0,53,0.631,78,2,206,2.452,15,0,0,5,20,0,2.619,22.06,0,0,0,0,0,0,1853,0.086,220,0,35,1458.26,17.35,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,8,22,123,19,14,3,3,15,5,5,20,121,-6,0,23,0.8974,0,0,2,0,0,1,0,2,4,3,53,0
"Corey Tropp",RW,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Cory Conacher",C,3,0.273,0,0,102,9.273,3,0,0,0,3,0,0.5,2,1,1,1,0.091,0,11,8,0,1,0,0,2,0,7,0,4,0.364,4,0,15,1.364,0,0,0,1,1,0,1.455,17.636,0,0,0,0,0,0,194,0.063,16,0,6,113.75,10.252,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,1,1,1,0,0,1,0.7500,0,0,0,0,0,0,0,0,0,0,4,0
"Cory Schneider",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410.04,56.829,0,0,0,0,59,20,27,11,1781,163,2.87,1618,0.908,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,12,0,5,4,7,0,3410.04
"Craig Anderson",G,1,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481.03,59.05,0,0,0,0,42,26,12,4,1301,97,2.35,1204,0.925,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,6,0,8,2,5,0,2481.03
"Craig Smith",RW,18,0.225,16,0,972,12.15,17,0,0,10,27,2,0.459,111,60,51,12,0.15,0,80,35,1,95,0,0,15,0,82,0,30,0.375,30,8,67,0.838,1,0,0,2,3,0,1.975,19.25,0,0,0,0,0,0,1540,0.076,158,0,34,1086.82,13.574,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,119,17,10,1,1,1,2,2,3,111,-9,0,4,0.9714,0,0,0,0,0,0,0,2,2,1,30,0
"Cristoval Nieves",C,0,0,1,0,11,11,0,0,0,0,0,0,0.3,10,7,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Curtis Lazar",C,3,0.081,17,0,304,8.216,3,0,0,1,4,0,0.394,99,60,39,1,0.027,0,37,6,0,66,0,0,2,0,9,0,4,0.108,4,-8,2,0.054,0,0,0,0,0,0,0.703,13.676,6,0.162,0,0,0,0,506,0.038,26,0,7,326.72,8.821,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,3,1,0,0,0,0,0,0,83,-21,0,0,1.1667,0,0,0,0,0,0,0,0,0,0,4,0
"Curtis McElhinney",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.36,50.951,0,0,0,0,15,8,8,2,616,51,2.86,565,0.917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,3,0,3,1,2,0,1070.36
"Curtis Mckenzie",LW,10,0.189,31,0,492,9.283,10,0,0,6,16,4,0.5,6,3,3,6,0.113,0,53,10,3,103,8,0,11,1,28,0,16,0.302,72,5,1,0.019,0,0,0,0,0,0,1.245,16.283,30,0.566,0,0,0,0,863,0.091,66,0,12,567.31,10.695,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,139,10,6,3,3,0,0,0,0,134,0,0,3,1.2000,0,0,8,0,0,0,0,0,3,0,16,0
"Dale Weise",RW,7,0.109,24,0,726,11.344,6,0,0,7,13,1,0,3,0,3,8,0.125,1,64,14,2,135,3,0,6,0,28,0,15,0.234,39,1,42,0.656,1,0,0,1,2,0,1.469,17.531,0,0,0,0,0,0,1122,0.085,94,0,13,810.29,12.653,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,10,160,6,7,2,2,1,1,1,2,159,3,0,4,0.9286,0,0,2,1,0,0,0,0,0,3,15,0
"Dalton Prout",D,6,0.207,24,0,362,12.483,6,0,0,0,6,0,0,0,0,0,0,0,1,29,12,0,44,2,0,12,0,8,0,6,0.207,44,-1,0,0,0,0,0,0,0,0,0.448,19.655,20,0.69,0,0,0,0,570,0,13,0,3,390.52,13.458,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,67,6,0,0,0,0,0,0,0,68,0,0,0,0.2500,0,0,1,0,0,0,0,0,0,1,0,0
"Damon Severson",D,28,0.35,73,0,1382,17.275,15,0,0,3,18,2,0,0,0,0,3,0.038,0,80,54,1,79,2,0,24,0,58,0,31,0.388,58,-31,146,1.825,13,0,0,0,13,0,1.563,26.138,14,0.175,0,0,0,0,2091,0.024,125,0,24,1608.71,20.099,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,1,1,4,121,15,3,1,1,13,0,0,13,152,0,0,14,0.4444,0,0,2,0,0,0,0,1,0,3,0,0
"Dan Girardi",D,11,0.169,174,0,1068,16.431,10,0,0,3,13,1,0,0,0,0,4,0.062,0,65,51,3,116,0,0,8,0,26,0,15,0.231,16,8,1,0.015,0,0,0,0,0,0,0.877,26.754,121,1.862,1,0,0,1,1739,0.07,57,2,10,1235.91,19.009,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,4,4,7,298,11,4,3,3,1,1,2,4,290,0,3,5,0.1961,0,2,0,0,0,0,0,1,0,0,0,0
"Dan Hamhuis",D,15,0.19,100,0,1203,15.228,13,0,0,0,13,0,0,0,0,0,1,0.013,0,79,37,0,93,1,0,9,0,34,0,16,0.203,23,-7,94,1.19,0,0,0,1,1,0,1.051,25.759,125,1.582,2,0,0,0,2035,0.012,83,2,19,1509.55,19.104,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,1,1,186,15,0,0,0,2,1,1,5,193,0,2,3,0.5135,0,2,1,0,0,0,0,0,0,0,0,0
"Dan Renouf",D,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,18,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Carr",LW,7,0.212,12,0,311,9.424,7,0,0,2,9,0,0.667,3,1,2,2,0.061,0,33,6,1,19,0,0,3,0,19,0,9,0.273,6,4,2,0.061,0,0,0,0,0,0,1.333,15.485,0,0,0,0,0,0,511,0.045,44,0,7,327.34,9.89,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,35,7,2,1,1,0,0,0,0,31,1,0,1,1.1667,0,0,0,0,0,0,0,0,0,0,9,0
"Daniel O'Regan",C,0,0,2,0,31,10.333,0,0,0,0,0,0,0.469,32,17,15,1,0.333,0,3,0,0,1,0,0,0,0,1,0,1,0.333,0,-2,1,0.333,0,0,0,1,1,0,1.667,15.333,0,0,0,0,0,0,46,0.2,5,0,2,22.38,7.167,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,3,-2,0,1,,0,0,0,0,0,0,0,0,0,1,1,0
"Daniel Sedin",LW,29,0.354,18,0,1222,14.902,21,0,0,9,30,4,0.5,6,3,3,15,0.183,0,82,30,3,20,0,0,16,0,69,1,44,0.537,32,-16,199,2.427,8,0,0,6,14,0,2.634,23.463,2,0.024,0,0,0,0,1924,0.069,216,0,26,1485.37,18.113,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,9,19,22,21,9,3,3,8,6,6,14,38,0,0,17,0.8667,0,0,0,0,0,3,0,0,2,4,44,0
"Daniel Winnik",LW,13,0.176,35,1,738,9.973,13,0,0,10,23,4,0.429,21,12,9,12,0.162,0,74,31,3,28,3,0,12,1,35,0,25,0.338,49,14,0,0,0,0,0,0,0,0,1.162,18.014,156,2.108,0,0,0,2,1333,0.14,86,2,31,954.7,12.898,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,15,77,13,12,3,3,0,2,4,4,63,-3,4,5,1.0000,0,2,3,0,0,0,0,2,0,2,25,0
"Danny Dekeyser",D,8,0.098,170,0,1487,18.134,8,0,0,4,12,0,0,0,0,0,4,0.049,0,82,45,2,100,1,0,14,0,40,1,12,0.146,33,-22,25,0.305,0,0,0,0,0,0,1.037,28.585,179,2.183,0,0,0,0,2344,0.047,85,0,16,1778.14,21.679,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,7,248,8,4,2,2,0,0,0,0,270,0,0,2,0.3556,0,0,0,0,0,2,0,0,1,1,0,0
